1	265	72	345	72	345	164	265	164	491	113	580	200	80	92
2	208	355	287	355	287	440	208	440	263	428	350	530	79	85
3	80	810	159	810	159	831	80	831	178	856	270	900	79	21
4	315	355	390	355	390	440	315	440	567	375	660	470	75	85
5	405	463	477	463	477	487	405	487	462	496	544	525	72	24
6	540	460	613	460	613	485	540	485	783	453	865	475	73	25
7	1175	82	1248	82	1248	166	1175	166	1324	11	1424	130	73	84
8	1012	472	1085	472	1085	495	1012	495	1009	406	1113	447	73	23
9	1121	355	1191	355	1191	435	1121	435	1307	253	1394	360	70	80
